ham,"Sorry, I'll call you  later I am in meeting sir"
ham,"Im in inperialmusic listening2the weirdest track ever by”leafcutter john”sounds like insects being molested&someone plumbing,remixed by evil men on acid"
ham,Dare i ask Any luck with sorting out the car
ham,My birthday is on feb  #  da 
ham,"Thk shld b can Ya, i wana go 4 lessons Haha, can go for one whole stretch"
ham,"Aight, sounds good When do you want me to come down"
ham,Nope I just forgot Will show next week
ham,Detroit The home of snow Enjoy it
ham,Ok
ham,Yesgauti and sehwag out of odi series
ham,Yes it completely in out of formclark also utter waste
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much
ham,Hey cutie How goes it Here in WALES its kinda ok There is like hills but i still avent killed myself 
ham,Hey gals Anyone of u going down to e driving centre tmr
ham,Or remind me in a few hrs
ham,I know you are Can you pls open the back
ham,"He will, you guys close"
ham,Cool breeze Bright sun Fresh flower Twittering birds All these waiting to wish u GOODMORNING & HAVE A NICE DAY 
spam,"Thanks for your ringtone order, ref number K718 Your mobile will be charged £450 Should your tone not arrive please call customer services on 09065069120"
ham,Uncle Abbey Happy New Year Abiola
ham,Ok i wont call or disturb any one I know all are avoiding me I am a burden for all
ham,Customer place i will call you
ham,A boy was late 2 home His father POWER OF FRNDSHIP
ham,Good Morning my Dear Shijutta Have a great & successful day
ham,I'm okay Chasing the dream What's good What are you doing next
ham,En chikku nange bakra msg kalstiyathen had tea/coffee
ham,What's ur pin
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
ham,K I'll call you when I'm close
ham,Good morning princess Have a great day
ham,Dude how do you like the buff wind
ham,What Todaysundaysunday is holidayso no work
ham,So u gonna get deus ex
ham,"CHA QUITEAMUZING THAT’SCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE LOVE JEN XXX PSXTRA LRG PORTIONS 4 ME PLEASE "
ham,"My Parents, My Kidz, My Friends n My Colleagues All screaming SURPRISE  and I was waiting on the sofa   ' NAKED"
spam,You are now unsubscribed all services Get tons of sexy babes or hunks straight to your phone go to http//gotbabescouk No subscriptions
ham,Miserable They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months I didn't sleep at all last night
ham,"Jane babes not goin 2 wrk, feel ill after lst nite Foned in already cover 4 me chuck"
ham,Oh ok wait 4 me there My lect havent finish
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do
ham, ok I feel like john lennon
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,"Hi, Mobile no  #  has added you in their contact list on wwwfullonsmscom It s a great place to send free sms to people For more visit fullonsmscom"
spam,"Loan for any purpose £500  £75,000 Homeowners + Tenants welcome Have you been previously refused We can still help Call Free 0800 1956669 or text back 'help'"
ham,Me i'm not workin Once i get job
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,"Sorry about earlier Putting out firesAre you around to talk after 9 Or do you actually have a life, lol"
spam,2p per min to call Germany 08448350055 from your BT line Just 2p per min Check PlanetTalkInstantcom for info & T's & C's Text stop to opt out
spam,"Customer service announcement We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to reschedule Ref9307622"
ham,Can you talk with me
ham,"I guess you could be as good an excuse as any, lol"
ham,"Alright if you're sure, let me know when you're leaving"
ham,Ard 515 like dat Y
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs wwwIdewcom SkillGame, 1Winaweek, age16 150ppermessSubscription"
ham,Height of recycling Read twice People spend time for earning money and the same money is spent for spending time Good morning keep smiling
spam,Great NEW Offer  DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE Call MobileUpd8 free on 08000839402 NOW or 2stoptxt T&Cs
ham,Shant disturb u anymore Jia you
ham,Alex says he's not ok with you not being ok with it
ham,Dont hesitate You know this is the second time she has had weakness like that So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
ham,I'm already back home so no probably not
ham,Nothin comes to my mind u help me buy hanger lor Ur laptop not heavy
spam,"WIN We have a winner Mr T Foley won an iPod More exciting prizes soon, so keep an eye on ur mobile or visit wwwwin82050couk"
ham,Same Wana plan a trip sometme then
ham,Rightio 1148 it is then Well arent we all up bright and early this morning
spam,Free Top ringtone sub to weekly ringtoneget 1st week freesend SUBPOLY to 816183 per weekstop sms08718727870
ham,"K, I'll work something out"
ham,You're gonna have to be way more specific than that
ham,Can you please send me my aunty's number
ham,From 5 to 2 only my work timing
ham,What year And how many miles
ham,Do you know what Mallika Sherawat did yesterday Find out now @  URL
ham,Tired I haven't slept well the past few nights
ham,"Yeah, probably here for a while"
ham,Hey pple$700 or $900 for 5 nightsExcellent location wif breakfast hamper
ham,Ill post her out l8r In class
ham,Nooooooo I'm gonna be bored to death all day Cable and internet outage
ham,Wat u doing there
ham,This pen thing is beyond a joke Wont a Biro do Don't do a masters as can't do this ever again 
ham,Are u awake Is there snow there
ham,That's the way you should stay oh
ham,Still chance there If you search hard you will get itlet have a try 
ham,Why you keeping me away like this
spam,PRIVATE Your 2003 Account Statement for shows 800 unredeemed S I M points Call 08718738002 Identifier Code 48922 Expires 21/11/04
ham,Yup Ok i go home look at the timings then i msg u again Xuhui going to learn on 2nd may too but her lesson is at 8am
ham,Want to send me a virtual hug I need one
spam,For taking part in our mobile survey yesterday You can now have 500 texts 2 use however you wish 2 get txts just send TXT to 80160 T&C wwwtxt43com 150p
spam,"Sunshine Hols To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire Quiz Starts Saturday Unsub Stop"
ham,Wanna do some art D
ham,Goodnight da thangam I really miss u dear
ham,Thanks honey Have a great day
ham,Dude avatar 3d was imp At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
spam,Free msg Single Find a partner in your area 1000s of real people are waiting to chat nowSend CHAT to 62220Cncl send STOPCS 08717890890£150 per msg
ham,"Aight, can you text me the address"
ham,Ok lor then we go tog lor
ham,"Sorry, went to bed early, nightnight"
spam,Ur cashbalance is currently 500 pounds  to maximize ur cashin now send GO to 86688 only 150p/meg CC 08718720201 HG/Suite342/2lands Row/W1j6HL
ham,There bold 2  #  Is that yours
spam,"YOU VE WON Your 4 Costa Del Sol Holiday or £5000 await collection Call 09050090044 Now toClaim SAE, TC s, POBox334, Stockport, SK38xh, Cost£150/pm, Max10mins"
ham,I AM AT THE GAS STATION GO THERE
ham,Ok Not sure what time tho as not sure if can get to library before class Will try See you at some point Have good eve
spam,PLS STOP bootydelious 32/F is inviting you to be her friend Reply YES434 or NO434 See her wwwSMSac/u/bootydelious STOP Send STOP FRND to 62468
ham,If i start sending blackberry torch to nigeria will you find buyer for melike 4a month And tell dad not to buy bb from anyone oh
ham,Got itmail panren paru
ham,Then dun wear jeans lor
ham,"Haha I heard that, text me when you're around"
ham,Sorry me going home first Daddy come fetch u later
ham,"Mmmmmm  I love you,so much, Ahmad  I can't wait for this year to begin as every second takes me closer to being at your side Happy New Year, my love"
ham,"That way transport is less problematic than on sat night By the way, if u want to ask  n  to join my bday, feel free But need to know definite nos as booking on fri "
ham,Lol enjoy role playing much
ham,Blank is Blank But wat is blank Lol
spam,Summers finally here Fancy a chat or flirt with sexy singles in yr area To get MATCHED up just reply SUMMER now Free 2 Join OptOut txt STOP Help08714742804
ham,Finish liao U
ham,Great I hope you like your man well endowed I am  #  inches
ham,"Edison has rightly said, A fool can ask more questions than a wise man can answer Now you know why all of us are speechless during ViVa GM,GN,GE,GNT"
ham,Hui xin is in da lib
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddycom TXT ONE name to 89693
ham,"Yes, princess Are you going to make me moan"
ham,Try to do something dear You read something for exams
ham,"I've got ten bucks, jay is being noncomittal"
ham,Ok ill send you with in  DECIMAL  ok
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
ham,"Living is very simple Loving is also simple Laughing is too simple Winning is tooo simple But, being 'SIMPLE' is very difficult Gud nte"
ham,Yes Nigh you cant aha
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810
ham,"Happy or sad , one thing about past is Its no more GOOD MORNING "
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO If you reply NO you will not be charged
ham,Hey mate Spoke to the mag people We€˜re on  the is deliver by the end of the month Deliver on the 24th sept Talk later 
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,I will see in half an hour
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale
ham,Shes fine I have had difficulties with her phone It works with mine Can you pls send her another friend request
ham,Babe  I LOVE YOU  covers your face in kisses
ham,Then ur sis how
ham,Sitting ard nothing to do lor U leh busy w work
ham,"When you get free, call me"
ham,I wont So wat's wit the guys
ham,Nothing Can
ham,u got wat to buy tell us then u no need to come in again
ham,Or ill be a little closer like at the bus stop on the same street
ham,u takin linear algebra today
ham,Ya when are u taking ure practical lessons I start in june  
ham,Getting tickets 4 walsall tue 6 th march My mate is getting me them on sat ill pay my treat Want 2 go Txt bak Terry
ham,Is that what time you want me to come
spam,"SMS ac sun0819 posts HELLOYou seem cool, wanted to say hi HI Stop Send STOP to 62468"
spam,"Urgent Please call 09066612661 from your landline, your complimentary 4 Lux Costa Del Sol holiday or £1000 CASH await collection ppm 150 SAE T&Cs James 28, EH74RR"
ham,Just wait till end of march when el nino gets himself Oh
ham,Aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning same here
ham,How r u going to send it to me
ham,Apart from the one i told you about yesterday
ham,"Awesome, think we can get an 8th at usf some time tonight"
ham,"No, its truek,Do u knw dis no # "
ham,"Sorry battery died, yeah I'm here"
ham,I cant pick the phone right now Pls send a message
ham,Sorry You never hear unless you book it One was kinda a jokethet were really looking for skinny white girls The other was one lineyou can only do so much on camera with that Something like that they're casting on the look
ham,Yes i think so I am in office but my lap is in room i think thats on for the last few days I didnt shut that down
ham,Armand says get your butt over to epsilon
ham,That depends How would you like to be treated 
ham,Also you and your family for going to rhode island or wherever and leaving me all alone the week I have a new bong 
ham,S'fine Anytime All the best with it
ham,My sister got placed in birla soft da
ham,"Yeah, in fact he just asked if we needed anything like an hour ago When and how much"
ham,Kkfrom tomorrow onwards started ah
ham,Studying But ill be free next weekend
ham,Reverse is cheating That is not mathematics
ham,Many more happy returns of the day I wish you happy birthday
ham,"Sorry,in meeting I'll call later"
ham,Any way where are you and what doing
ham,No da  Vijay going to talk in jaya tv
ham,Wa U so efficient Gee Thanx
ham,Tmr then u brin lar Aiya later i come n c lar Mayb u neva set properly u got da help sheet wif u
ham,R u still working now
ham,In work now Going have in few min
ham,I don't think he has spatula hands
ham,Hey For me there is no leave on friday Wait i will ask my superior and tell you
ham,Ya but it cant display internal subs so i gotta extract them
ham,Mm feeling sleepy today itself i shall get that dear
ham,"That€˜s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it"
ham,He is world famamus
ham,Ok i am on the way to home hi hi
ham,Nope but i'm going home now then go pump petrol lor Like going 2 rain soon
ham,I WILL CAL YOU SIR In meeting
ham,Hi this is yijue It's regarding the 3230 textbook it's intro to algorithms second edition I'm selling it for $50
ham,Ok How many should i buy
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something
ham,"I can't right this second, gotta hit people up first"
ham,"Rose for red,red for blood,blood for heart,heart for u But u for me Send tis to all ur friends Including me If u like me If u get back, 1u r poor in relation 2u need some 1 to support 3u r frnd 2 many 4some1 luvs u 5+ some1 is praying god to marry u try it"
spam,"Got what it takes 2 take part in the WRC Rally in Oz U can with Lucozade Energy Text RALLY LE to 61200 25p, see packs or lucozadecouk/wrc & itcould be u"
spam,Congrats Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,Yes watching footie but worried we're going to blow it  Phil Neville
ham,Then get some cash together and I'll text jason
spam,Not heard from U4 a while Call 4 rude chat private line 01223585334 to cum Wan 2C pics of me gettin shagged then text PIX to 8552 2End send STOP 8552 SAM xxx
ham,How dare you stupid I wont tell anything to you Hear after i wont talk to you
ham,LOL  Have you made plans for new years
ham,You should change your fb to jaykwon thuglyfe falconerf
spam,FREE for 1st week No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates wwwgetzedcouk POBox 36504 W45WQ norm150p/tone 16+
ham,JADE ITS PAUL Y DIDN’T U TXT ME DO U REMEMBER ME FROM BARMED I WANT 2 TALK 2 U TXT ME
ham,"Neither [in sterm voice]  i'm studying All fine with me Not sure the  thing will be resolved, tho Anyway Have a fab hols"
ham,Talk to g and x about that
ham,I'm always on yahoo messenger now Just send the message to me and ill get it you may have to send it in the mobile mode sha but ill get it And will reply
ham,Ha Both of us doing e same thing But i got tv 2 watch U can thk of where 2 go tonight or u already haf smth in mind
spam,PRIVATE Your 2003 Account Statement for 07973788240 shows 800 unredeemed S I M points Call 08715203649 Identifier Code 40533 Expires 31/10/04
ham,Can you use foreign stamps for whatever you send them off for 
